mbti,function_pair,danceability,danceability_stdev,energy,energy_stdev,loudness,loudness_stdev,mode,mode_stdev,speechiness,speechiness_stdev,acousticness,acousticness_stdev,liveness,liveness_stdev,valence,valence_stdev,tempo,tempo_stdev,instrumentalness,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,BMajor_count,Dminor_count,D#_Ebminor_count,Gminor_count,A#/BbMajor_count,F#/GbMajor_count,Bminor_count
5,1,0.6018200000000000,0.1522480106099710,0.611582,0.2108370622358530,-7.971520000000000,3.471607686384400,0.6,0.4948716593053940,0.094124,0.0921598269201889,0.3089720000000000,0.3220954129396050,0.1946580000000000,0.1148164570618900,0.4419280000000000,0.2336455610098160,119.30158000000000,31.14284637423800,0.198788296,0.3182694140217740,2.0,6.0,1.0,3.0,5.0,3.0,1.0,0.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0
5,1,0.59426,0.1609317018273940,0.5603708,0.224956857368025,-9.22238,5.529958969069470,0.72,0.4535573676110730,0.058218,0.0533580577087376,0.33048234,0.305012808593385,0.1712960000000000,0.1065725047054050,0.464196,0.2473571316859860,112.36852,24.844172843858400,0.1119063882,0.2234799197962200,3.0,5.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,5.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,3.0
5,1,0.730923076923077,0.0899034696001986,0.7878076923076920,0.1089465994809450,-3.757653846153850,1.86811202966648,0.3846153846153850,0.4961389383568340,0.1070923076923080,0.0713814145170963,0.081745923076923,0.0968921581396237,0.1658538461538460,0.1183776574553470,0.6003461538461540,0.1543758899071210,119.22646153846200,22.15349282118880,0.0027541192307692,0.0132414707984579,1.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,1,0.56528,0.1296332408869620,0.58352,0.2255238111325610,-8.04932,3.7373344175456700,0.72,0.4535573676110730,0.059074,0.0429043017204854,0.39158472,0.3430481472223030,0.128408,0.069172726252063,0.397052,0.2096319137956640,123.58244,31.2624699457444,0.0577060464,0.1844093078588160,1.0,2.0,1.0,2.0,7.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,4.0,7.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0
5,1,0.59458,0.1349058764850670,0.524204,0.1918075544467870,-6.914040000000000,2.848746376344290,0.72,0.4535573676110730,0.072378,0.0762497461755561,0.520916,0.2663949234669830,0.174088,0.101200009357102,0.3984940000000000,0.2257005189382150,111.83422,27.69806357137040,0.0553596893999999,0.1682023023244900,2.0,2.0,4.0,4.0,6.0,1.0,0.0,0.0,2.0,2.0,0.0,6.0,1.0,4.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,1.0
5,1,0.65074,0.1418245265337790,0.6778940000000000,0.1879664064753730,-6.947780000000000,3.8447699874940100,0.58,0.4985693819032900,0.100704,0.1080805424539630,0.1705971840000000,0.2291305966506630,0.189152,0.1305987752544380,0.5186220000000000,0.2515643986119250,125.6163,29.79172814742720,0.1572746856,0.3102965184691580,2.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,4.0,2.0,0.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,0.0,1.0,2.0,2.0,1.0,4.0
5,1,0.5475000000000000,0.1412106907555990,0.55598,0.1801188371886850,-8.00496,3.296820372691830,0.6,0.4948716593053940,0.049332,0.0363973336094493,0.3682551,0.3185058480817830,0.144084,0.0976699865331605,0.396254,0.2424438813332240,127.00912000000000,28.6098958694151,0.1123035706,0.2332712659546830,1.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,6.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0
5,1,0.6092,0.1558080975601270,0.5359000000000000,0.1989770010297060,-6.829160000000000,2.6188045750779100,0.84,0.3703280399090200,0.063316,0.0673845993426645,0.4621655800000000,0.2918693908353800,0.149082,0.0766740561981531,0.42768,0.211333272924303,115.86802,29.16907516776030,0.0005414812,0.0026232022596776,2.0,9.0,2.0,2.0,8.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,1.0
5,1,0.53026,0.1418930051058160,0.69014,0.1629067606118950,-6.733360000000000,2.594439373674680,0.52,0.5046720495044480,0.055892,0.0561456045856282,0.185469508,0.214289831210712,0.197954,0.1232348251369340,0.46668,0.1821336625130240,123.22546000000000,32.82354200017330,0.1950368406000000,0.3097121033535610,6.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0
5,1,0.66038,0.1178267302752090,0.3519024,0.1820265595171010,-12.3468,4.397410248994190,0.66,0.4785181206984070,0.1051200000000000,0.1062044197550660,0.591266,0.2898475127668730,0.13581,0.0784704292412506,0.3259900000000000,0.1967528090197010,110.58880000000000,33.55675085765080,0.7607702336000000,0.2641295257969910,1.0,4.0,2.0,4.0,2.0,1.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0
5,1,0.677,0.1284548677988670,0.6053800000000000,0.1634437917487980,-6.878460000000000,2.128136956713690,0.48,0.5046720495044480,0.0961279999999999,0.0972168794447733,0.254596,0.2309387390806560,0.215218,0.1562018117561970,0.4243640000000000,0.2212232502081390,124.91396,27.316769234046000,0.0074107208,0.0303263724389806,2.0,6.0,1.0,2.0,3.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,5.0,4.0,1.0,5.0,2.0,1.0,0.0,3.0,1.0,1.0,4.0
5,1,0.7543400000000000,0.0909448386301795,0.7844400000000000,0.1480404191911310,-5.1287400000000000,3.206820701669030,0.7,0.4629100498862760,0.1967440000000000,0.1296095268607260,0.0778560599999999,0.1222322610264960,0.2169260000000000,0.1612900085598130,0.53054,0.2243616077238000,129.51612,30.493766105409600,0.1155394228,0.2447966769205440,3.0,5.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,5.0,2.0,0.0,1.0,0.0,3.0,1.0,3.0
5,1,0.5662391304347830,0.1502484142689640,0.6116782608695650,0.2019597032557,-7.03095652173913,3.8558905122568100,0.6304347826086960,0.4880207487471500,0.0670478260869565,0.0637417558560597,0.2968469782608700,0.3298994249929640,0.195441304347826,0.1159796985608290,0.4970000000000000,0.2035211154756290,130.27621739130400,31.79402443570740,0.1457772136956520,0.2719190843810820,0.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0
5,1,0.50726,0.1381798310691030,0.47814,0.1910348840886800,-8.906700000000000,2.8796626946039800,0.6,0.4948716593053940,0.058716,0.0478509307695284,0.519086,0.3261814544522290,0.146392,0.079525092535986,0.309222,0.1790117876520070,108.71444,26.86789657364800,0.0363323948,0.1161051676210500,2.0,5.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,3.0,5.0,5.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0
5,1,0.64314,0.1098811992980770,0.73478,0.1796141317561920,-4.2093,2.2284618768860900,0.8,0.4040610178208840,0.0647539999999999,0.0346638740960519,0.1818792,0.2150994279429580,0.187244,0.1283030407643860,0.520194,0.2176662661797940,124.39552000000000,26.048280772317200,6.0538E-05,0.0002757219533352,0.0,3.0,2.0,2.0,3.0,0.0,1.0,4.0,1.0,2.0,0.0,2.0,0.0,6.0,0.0,8.0,2.0,2.0,1.0,1.0,0.0,2.0,6.0,2.0
5,1,0.5335600000000000,0.1489915981742950,0.5016660000000000,0.2162614664743410,-8.92562,3.8421622520425100,0.68,0.4712120714991610,0.074012,0.0824166756457077,0.446017872,0.3588424850562000,0.189726,0.1089925157700180,0.3876380000000000,0.2080449940444100,126.0439,33.78380936293940,0.2330313364,0.3262638856592840,1.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,4.0,6.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,0.0
5,1,0.5564400000000000,0.1567221849812790,0.563084,0.2140463657190910,-8.30216,3.6965266287062900,0.64,0.4848732213850610,0.062384,0.0523835476586506,0.36425526,0.3394723979000840,0.1625,0.1241547865384500,0.420632,0.2653217641787770,131.71442,29.48556944668880,0.0963169114,0.208225889809491,1.0,6.0,0.0,1.0,1.0,2.0,4.0,2.0,1.0,6.0,2.0,3.0,1.0,2.0,4.0,5.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0
5,1,0.58182,0.1218581795300070,0.605802,0.1973575874975600,-5.91748,3.14178965793286,0.6,0.4948716593053940,0.0523639999999999,0.0303029651677716,0.359158,0.3009649119829390,0.1577740000000000,0.1125758461968590,0.4422,0.1863102525468780,119.51100000000000,31.70020932397250,0.0101824868,0.0689757822028976,3.0,6.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,6.0,1.0,3.0,0.0,4.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0
5,1,0.62384,0.1353322985115090,0.6361800000000000,0.1719584299551870,-7.613480000000000,3.221268587981820,0.76,0.4314191105869000,0.055342,0.0505696492423053,0.3003034,0.2767016167658890,0.185888,0.1139918680236020,0.565104,0.2503289957358570,122.15684000000000,29.13290669088120,0.1277242856,0.2828308680619200,2.0,8.0,1.0,2.0,3.0,0.0,2.0,4.0,0.0,5.0,3.0,5.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0
5,1,0.51022,0.1547047602924450,0.6845400000000000,0.1851455257744180,-7.223380000000000,2.715135565375580,0.62,0.4903143514780150,0.04931,0.026257323565366,0.1470610260000000,0.2034255421368790,0.18341,0.1381607452593260,0.4941280000000000,0.2391577287063920,124.70838000000000,27.054057045252100,0.141122749,0.2447641580004690,1.0,5.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,5.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0
5,1,0.6977600000000000,0.0871097267232306,0.8126000000000000,0.10554619841567,-3.67272,1.5522643899563400,0.42,0.4985693819032900,0.097006,0.0677965576454397,0.098818,0.1028137474528870,0.19413,0.114015962452095,0.63078,0.1605573570346720,116.12322,27.0219308335104,7.80394E-05,0.0004639649789185,0.0,4.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
5,1,0.62168,0.1589774005245750,0.6191,0.193659837480726,-7.03594,3.1625343583517200,0.64,0.4848732213850610,0.072892,0.0531659198804524,0.234353764,0.2593216427646800,0.175536,0.1436504796727250,0.53481,0.2180050067296250,125.59018,30.595837912683200,0.0231193663999999,0.0783912355555072,0.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,3.0,4.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0
